SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,5037 Delta Lake Dr,Raleigh,NC,27612-7079,399000,3,2.5,Delta Ridge,1802,6098,1999,13,221,30,Active,,,http://www.redfin.com/NC/Raleigh/5037-Delta-Lake-Dr-27612/home/41240943,TMLS,2411087,N,Y,35.8541361,-78.7179931
MLS Listing,,Single Family Residential,1109 Bedstone Ct,Raleigh,NC,27603,825000,3,3.5,Wake,3809,81021,2018,13,217,37,Active,,,http://www.redfin.com/NC/Raleigh/1109-Bedstone-Ct-27603/home/145206378,TMLS,2411086,N,Y,35.7138159,-78.6784466
MLS Listing,,Single Family Residential,1936 Amethyst Ridge Dr,Raleigh,NC,27604,1100000,4,3.5,Lewis Farm,5929,130680,1994,13,186,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/1936-Amethyst-Ridge-Rd-27604/home/41186448,TMLS,2411077,N,Y,35.826781,-78.4953057
MLS Listing,,Single Family Residential,623 Effie Way,Raleigh,NC,27603,609000,3,2.5,Wake,1806,2613,2015,13,337,13,Active,,,http://www.redfin.com/NC/Raleigh/623-Effie-Way-27603/home/59280681,TMLS,2411075,N,Y,35.7708152,-78.649166
MLS Listing,,Single Family Residential,10129 Darling St,Raleigh,NC,27613,630000,5,4,Leesville Hollow,3236,10890,2005,13,195,,Active,,,http://www.redfin.com/NC/Raleigh/10129-Darling-St-27613/home/41358550,TMLS,2411069,N,Y,35.922177,-78.7565206
MLS Listing,,Single Family Residential,2642 St Marys St,Raleigh,NC,27609,1395000,4,3.5,Woodrow Park,4003,11761,2005,13,348,,Active,,,http://www.redfin.com/NC/Raleigh/2642-St-Marys-St-27609/home/41116554,TMLS,2411046,N,Y,35.8182598,-78.6508886
MLS Listing,,Condo/Co-op,618 N Boylan Ave #100,Raleigh,NC,27603,229000,0,,Paramount,356,,2005,13,643,259,Active,,,http://www.redfin.com/NC/Raleigh/618-N-Boylan-Ave-27603/unit-100/home/176582832,TMLS,2411036,N,Y,35.7880961,-78.648473
MLS Listing,,Single Family Residential,4809 Pearl Rd,Raleigh,NC,27610,439900,5,3,Wake,2960,37897,1971,14,149,,Active,,,http://www.redfin.com/NC/Raleigh/4809-Pearl-Rd-27610/home/41087767,TMLS,2410992,N,Y,35.7222753,-78.5515117
MLS Listing,,Single Family Residential,2913 Spaldwick Ct,Raleigh,NC,27613-5472,1695000,4,6.5,Stonemoor,7425,44866,2005,14,228,125,Active,,,http://www.redfin.com/NC/Raleigh/2913-Spaldwick-Ct-27613/home/41282825,TMLS,2410974,N,Y,35.9375126,-78.6920118
MLS Listing,,Single Family Residential,4809 Hedgerow Dr,Raleigh,NC,27616,398000,3,2.5,Fox Glen,1493,11325,1990,14,267,,Active,,,http://www.redfin.com/NC/Raleigh/4809-Hedgerow-Dr-27616/home/41181233,TMLS,2410968,N,Y,35.8673791,-78.5617599
MLS Listing,,Single Family Residential,2612 Iman Dr,Raleigh,NC,27615-3875,495000,4,2.5,Alyson Pond,3025,11325,1992,14,164,51,Active,,,http://www.redfin.com/NC/Raleigh/2612-Iman-Dr-27615/home/41338454,TMLS,2410958,N,Y,35.8938586,-78.5977313
MLS Listing,,Single Family Residential,302 N State St,Raleigh,NC,27601,685000,4,3.5,Wake,2071,3920,2021,14,331,,Active,,,http://www.redfin.com/NC/Raleigh/302-N-State-St-27601/home/163175395,TMLS,2410904,N,Y,35.7836435,-78.623106
MLS Listing,,Single Family Residential,2308 August Way,Raleigh,NC,27610,300000,4,3,Brandywood,2085,10890,1998,14,144,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/2308-August-Way-27610/home/41227466,TMLS,2410885,N,Y,35.7472749,-78.5426824
MLS Listing,,Single Family Residential,317 Quail Dr,Raleigh,NC,27604,675000,4,2.5,Woodcrest,1650,20037,1958,14,409,,Active,,,http://www.redfin.com/NC/Raleigh/317-Quail-Dr-27604/home/41088952,TMLS,2410871,N,Y,35.8027286,-78.615956
MLS Listing,,Condo/Co-op,618 N Boylan Ave #528,Raleigh,NC,27603-1287,477415,2,2,Paramount,1267,,2005,14,377,518,Active,,,http://www.redfin.com/NC/Raleigh/618-N-Boylan-Ave-27603/unit-528/home/41302590,TMLS,2410853,N,Y,35.7880961,-78.648473
MLS Listing,,Condo/Co-op,9221 Calabria Dr #108,Raleigh,NC,27617,369900,3,2.5,Wake,2028,,2007,14,182,252,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/9221-Calabria-Dr-27617/unit-108/home/41361318,TMLS,2410852,N,Y,35.8992991,-78.7978214
MLS Listing,,Single Family Residential,5708 Rangeley Dr,Raleigh,NC,27609,379000,3,2,Northclift,1628,10890,1969,14,233,,Active,,,http://www.redfin.com/NC/Raleigh/5708-Rangeley-Dr-27609/home/41081969,TMLS,2410848,N,Y,35.8602572,-78.641935
MLS Listing,,Townhouse,4702 Springerly Ln,Raleigh,NC,27612,414000,3,2.5,Glenwood North Townhomes,2265,1742,2008,14,183,166,Active,,,http://www.redfin.com/NC/Raleigh/4702-Springerly-Ln-27612/home/41326752,TMLS,2410770,N,Y,35.8617869,-78.7174751
MLS Listing,,Single Family Residential,6732 Greywalls Ln,Raleigh,NC,27614-9999,2499000,5,5.5,Trego,7438,149846,1996,14,336,100,Active,,,http://www.redfin.com/NC/Raleigh/6732-Greywalls-Ln-27614/home/41165259,TMLS,2410752,N,Y,35.9344059,-78.6203811
MLS Listing,,Single Family Residential,1412 E Jones St,Raleigh,NC,27610,565000,3,3,College Park,2032,4356,1924,15,278,,Active,,,http://www.redfin.com/NC/Raleigh/1412-E-Jones-St-27610/home/41096209,TMLS,2410730,N,Y,35.7817277,-78.6198577
MLS Listing,,Single Family Residential,1021 Palace Garden Way,Raleigh,NC,27603,647000,6,5,Renaissance Park,3242,7840,2013,15,200,74,Active,,,http://www.redfin.com/NC/Raleigh/1021-Palace-Garden-Way-27603/home/50257600,TMLS,2410722,N,Y,35.7400519,-78.6569163
MLS Listing,,Single Family Residential,9627 Bartons Creek Rd,Raleigh,NC,27615-9709,649000,4,2.5,Wake,2506,96703,1974,15,259,,Active,,,http://www.redfin.com/NC/Raleigh/9627-Barton-Creek-Rd-27615/home/41106414,TMLS,2410707,N,Y,35.9107713,-78.6124532
MLS Listing,,Condo/Co-op,3001 Anderson Dr #204,Raleigh,NC,27609,450000,3,2,Anderson Place,1375,,1995,15,327,350,Active,,,http://www.redfin.com/NC/Raleigh/3001-Anderson-Dr-27609/unit-204/home/41208084,TMLS,2410668,N,Y,35.8219096,-78.6338006
MLS Listing,,Townhouse,2829 Plumfield Pl,Raleigh,NC,27607,499900,2,2.5,Wake,1824,1742,2015,15,274,225,Active,,,http://www.redfin.com/NC/Raleigh/2829-Plumfield-Pl-27607/home/59280260,TMLS,2410667,N,Y,35.8004884,-78.6725265
MLS Listing,,Townhouse,2821 Plumfield Pl,Raleigh,NC,27607,484900,2,2.5,Wake,1661,1306,2015,15,292,225,Active,,,http://www.redfin.com/NC/Raleigh/2821-Plumfield-Pl-27607/home/59280261,TMLS,2410666,N,Y,35.8004918,-78.6724303
MLS Listing,,Townhouse,2809 Plumfield Pl,Raleigh,NC,27607,499900,2,2.5,Wake,1824,1742,2015,15,274,225,Active,,,http://www.redfin.com/NC/Raleigh/2809-Plumfield-Pl-27607/home/59280268,TMLS,2410665,N,Y,35.8004834,-78.6721511
MLS Listing,,Condo/Co-op,710 Independence Pl #606,Raleigh,NC,27603,1375000,3,3.5,Bloomsbury Estates,2389,,2009,15,576,455,Active,,,http://www.redfin.com/NC/Raleigh/710-Independence-Pl-27603/unit-606/home/41332661,TMLS,2410614,N,Y,35.7783543,-78.6500111
MLS Listing,,Single Family Residential,1501 Hoke Landing Ln,Raleigh,NC,27603,614000,3,2.5,Hoke Landing,3082,31798,2018,15,199,30,Active,,,http://www.redfin.com/NC/Raleigh/1501-Hoke-Landing-Ln-27603/home/59280743,TMLS,2410611,N,Y,35.6129969,-78.6290391
MLS Listing,,Townhouse,218 St Marys St #5,Raleigh,NC,27603,1590000,3,4,Wake,3450,1742,2019,15,461,250,Active,,,http://www.redfin.com/NC/Raleigh/218-Saint-Marys-St-27605/unit-5/home/176565492,TMLS,2410600,N,Y,35.7838594,-78.6504806
MLS Listing,,Single Family Residential,12900 Billingsgate Ln,Raleigh,NC,27614,2995000,7,9,Wakefield,17514,62290,2003,15,171,23,Active,,,http://www.redfin.com/NC/Raleigh/12900-Billingsgate-Ln-27614/home/41274965,TMLS,2410596,N,Y,35.9622541,-78.5568803
MLS Listing,,Townhouse,10049 Lynnberry Pl,Raleigh,NC,27617,397200,3,2.5,Seville,1788,2613,2013,15,222,165,Active,,,http://www.redfin.com/NC/Raleigh/10049-Lynnberry-Pl-27617/home/45408445,TMLS,2410564,N,Y,35.898056,-78.805376
MLS Listing,,Townhouse,4906 Ravelstone Ct,Raleigh,NC,27610,282100,3,2.5,Fieldstone Crossing,1624,,2008,15,174,109,Active,,,http://www.redfin.com/NC/Raleigh/4906-Ravel-Stone-Ct-27610/home/41318112,TMLS,2410563,N,Y,35.7599542,-78.5582756
MLS Listing,,Multi-Family (2-4 Unit),5131-5133 Lundy Dr,Raleigh,NC,27606,575000,4,2,Fairview Hills,1836,17859,1965,15,313,,Active,,,http://www.redfin.com/NC/Raleigh/5131-Lundy-Dr-27606/home/44558873,TMLS,2410557,N,Y,35.7782719,-78.7197367
MLS Listing,,Single Family Residential,707 E Martin St,Raleigh,NC,27601,461100,3,2.5,Wake,1262,6534,2015,15,365,,Active,,,http://www.redfin.com/NC/Raleigh/707-E-Martin-St-27601/home/109537026,TMLS,2410559,N,Y,35.7766861,-78.627439
MLS Listing,,Single Family Residential,3200 Tanager St,Raleigh,NC,27606,799900,3,4,Wake,3180,63597,1985,15,252,,Active,October-17-2021 01:00 PM,October-17-2021 03:00 PM,http://www.redfin.com/NC/Raleigh/3200-Tanager-St-27606/home/41069350,TMLS,2410528,N,Y,35.7589071,-78.6949802
MLS Listing,,Single Family Residential,1433 Bridgeport Dr,Raleigh,NC,27615,490000,4,2.5,Emerald Chase,2462,15246,1987,15,199,26,Active,,,http://www.redfin.com/NC/Raleigh/1433-Bridgeport-Dr-27615/home/41229697,TMLS,2410495,N,Y,35.8938215,-78.6633426
MLS Listing,,Single Family Residential,3101 Crandon Ln,Raleigh,NC,27604,375000,3,2,Brentwood,1352,23958,1977,16,277,,Active,October-16-2021 02:00 PM,October-16-2021 04:00 PM,http://www.redfin.com/NC/Raleigh/3101-Crandon-Ln-27604/home/41082448,TMLS,2410448,N,Y,35.8231606,-78.5973765
MLS Listing,,Condo/Co-op,2610 Oldgate Dr #103,Raleigh,NC,27604-4442,236000,2,2,Mellowfield Condominiums,1036,,2006,16,228,228,Active,,,http://www.redfin.com/NC/Raleigh/2610-Oldgate-Dr-27604/unit-103/home/41321387,TMLS,2410415,N,Y,35.8170207,-78.6145701
MLS Listing,,Multi-Family (2-4 Unit),3218 Poole Rd,Raleigh,NC,27610,409000,5,2,Wake,1100,13503,1963,16,372,,Active,October-17-2021 09:00 AM,October-17-2021 07:00 PM,http://www.redfin.com/NC/Raleigh/3218-Poole-Rd-27610/home/41312136,TMLS,2410367,N,Y,35.7717544,-78.5846483
MLS Listing,,Single Family Residential,1241 Daladams St,Raleigh,NC,27603,325000,3,1,Fuller Heights,1005,4791,1965,16,323,,Active,,,http://www.redfin.com/NC/Raleigh/1241-Daladams-St-27603/home/41098783,TMLS,2410280,N,Y,35.7635984,-78.6545119
MLS Listing,,Single Family Residential,3300 Stone Castle Ct,Raleigh,NC,27613,593000,5,3,Parklyn Woods,2896,10890,1996,16,205,,Active,,,http://www.redfin.com/NC/Raleigh/3300-Stone-Castle-Ct-27613/home/41207617,TMLS,2410274,N,Y,35.8900802,-78.6951574
MLS Listing,,Condo/Co-op,6335 New Market Way #0,Raleigh,NC,27615,275000,3,3,North Ridge,2106,,1969,16,131,332,Active,,,http://www.redfin.com/NC/Raleigh/6335-New-Market-Way-27615/home/41149452,TMLS,2410246,N,Y,35.870039,-78.617933
MLS Listing,,Single Family Residential,7413 Laketree Dr,Raleigh,NC,27615-3434,431000,2,2,Raintree,1959,20473,1983,16,220,,Active,,,http://www.redfin.com/NC/Raleigh/7413-Laketree-Dr-27615/home/41135582,TMLS,2410236,N,Y,35.8933641,-78.6228708
MLS Listing,,Single Family Residential,6705 Winding Trl,Raleigh,NC,27612-2446,370000,3,2.5,Hidden Valley,1983,16117,1975,17,187,,Active,,,http://www.redfin.com/NC/Raleigh/6705-Winding-Trl-27612/home/41119547,TMLS,2410209,N,Y,35.8710736,-78.6605948
MLS Listing,,Condo/Co-op,2840 Edridge Ct #201,Raleigh,NC,27614,249900,2,2,Ridgecroft,955,,1985,17,262,185,Active,,,http://www.redfin.com/NC/Raleigh/2840-Edridge-Ct-27612/unit-201/home/41241100,TMLS,2410206,N,Y,35.820864,-78.700517
MLS Listing,,Single Family Residential,4405 Whisperwood Dr,Raleigh,NC,27616,293000,3,2.5,Smoketree,1406,8712,1985,17,208,,Active,,,http://www.redfin.com/NC/Raleigh/4405-Whisperwood-Dr-27616/home/41337057,TMLS,2410177,N,Y,35.8813337,-78.5665953
MLS Listing,,Single Family Residential,2800 Combe Hill Trl,Raleigh,NC,27613,1150000,4,4.5,Wildwood Green,6325,13503,1992,17,182,65,Active,,,http://www.redfin.com/NC/Raleigh/2800-Combe-Hill-Trl-27613/home/41167528,TMLS,2410174,N,Y,35.9122609,-78.6864514
MLS Listing,,Townhouse,3247 Lynn Rd #19,Raleigh,NC,27613,487099,4,3.5,Wake,2405,1742,2022,17,203,200,Active,,,http://www.redfin.com/NC/Raleigh/3247-Lynn-Rd-27613/unit-19/home/176547711,TMLS,2410104,N,Y,35.8719367,-78.7021973
MLS Listing,,Townhouse,5754 Three Oaks Dr,Raleigh,NC,27612,205000,2,1.5,Ridgeloch,871,435,1979,17,235,215,Active,,,http://www.redfin.com/NC/Raleigh/5754-3-Oaks-Dr-27612/home/41135740,TMLS,2410101,N,Y,35.857102,-78.665848
MLS Listing,,Single Family Residential,7108 Ray Rd,Raleigh,NC,27613,389000,3,2.5,Hampton Oaks,1835,13068,1977,18,212,,Active,,,http://www.redfin.com/NC/Raleigh/7108-Ray-Rd-27613/home/41129783,TMLS,2410067,N,Y,35.8763307,-78.6897965
MLS Listing,,Single Family Residential,805 Lake Brandon Trl,Raleigh,NC,27610,317000,3,2.5,Village Lakes,1490,6534,1994,18,213,,Active,,,http://www.redfin.com/NC/Raleigh/805-Lake-Brandon-Trl-27610/home/41200297,TMLS,2410036,N,Y,35.7843702,-78.5503582
MLS Listing,,Single Family Residential,1515 Courtland Dr,Raleigh,NC,27604,639900,5,3,Mordecai,2210,7840,1944,19,290,,Active,,,http://www.redfin.com/NC/Raleigh/1515-Courtland-Dr-27604/home/41080600,TMLS,2410023,N,Y,35.7992567,-78.6264083
MLS Listing,,Single Family Residential,550 E Edenton St,Raleigh,NC,27601,2100000,4,3.5,Wake,3732,6969,2008,19,563,,Active,,,http://www.redfin.com/NC/Raleigh/550-E-Edenton-St-27601/home/41095436,TMLS,2410018,N,Y,35.7806451,-78.6298995
MLS Listing,,Single Family Residential,8813 Deerland Grove Dr,Raleigh,NC,27615,475000,4,3,Hunters Knoll,2568,8712,1997,19,185,,Active,,,http://www.redfin.com/NC/Raleigh/8813-Deerland-Grove-Dr-27615/home/41210466,TMLS,2410001,N,Y,35.8978195,-78.5816323
MLS Listing,,Single Family Residential,5404 Holly Cir,Raleigh,NC,27603-4306,325000,3,2,Rangewood,1739,27442,1966,19,187,,Active,,,http://www.redfin.com/NC/Raleigh/5404-Holly-Cir-27603/home/41070435,TMLS,2409996,N,Y,35.7072784,-78.6479632
MLS Listing,,Condo/Co-op,6111 Sunpointe Dr #103,Raleigh,NC,27606,202900,2,2.5,Sunpointe Condos,1298,,1985,20,156,321,Active,,,http://www.redfin.com/NC/Raleigh/6111-Sunpointe-Dr-27606/unit-103/home/41162574,TMLS,2409914,N,Y,35.7765798,-78.7431047
MLS Listing,,Townhouse,5813 Nottoway Ct Unit A,Raleigh,NC,27609,225000,3,2.5,The Falls Condominiums,1605,,1972,20,140,313,Active,,,http://www.redfin.com/NC/Raleigh/5813-Nottoway-Ct-27609/unit-A/home/41141789,TMLS,2409909,N,Y,35.8607927,-78.6173828
MLS Listing,,Single Family Residential,813 Glascock St,Raleigh,NC,27604-2317,775000,4,3,Wake,2254,7840,2017,20,344,,Active,,,http://www.redfin.com/NC/Raleigh/813-Glascock-St-27604/home/44522298,TMLS,2409898,N,Y,35.7930122,-78.6190597
MLS Listing,,Townhouse,8120 Upper Lake Dr,Raleigh,NC,27615,369000,3,2.5,Allyns Landing,1965,3484,2004,20,188,170,Active,October-16-2021 10:00 AM,October-16-2021 02:00 PM,http://www.redfin.com/NC/Raleigh/8120-Upper-Lake-Dr-27615/home/41273108,TMLS,2409896,N,Y,35.8910565,-78.6541684
MLS Listing,,Townhouse,6612 Pathfinder Way,Raleigh,NC,27616,349990,3,2.5,Wake,1691,2178,2021,20,207,135,Active,,,http://www.redfin.com/NC/Brentwood/6612-Pathfinder-WAY-27616/home/176523310,TMLS,2409887,N,Y,35.84818337,-78.53423593
MLS Listing,,Vacant Land,5820 Donnybrook Dr Lot 3 & 4 Lake Wheeler Village Est,Raleigh,NC,27606,99000,,,Wake,,40946,,20,,,Active,,,http://www.redfin.com/NC/Raleigh/5820-Donnybrook-Rd-27606/unit-3-4-Lake-Wheeler-Village-Est/home/176523276,TMLS,2409879,N,Y,35.708641,-78.713436
MLS Listing,,Single Family Residential,713 Quarry St,Raleigh,NC,27601,449000,3,2.5,Wake,1334,5227,1955,20,337,,Active,,,http://www.redfin.com/NC/Raleigh/713-Quarry-St-27601/home/41095522,TMLS,2409862,N,Y,35.7695048,-78.6232486
MLS Listing,,Townhouse,3249 Lynn Rd #18,Raleigh,NC,27613,493126,4,3.5,Wake,2451,1742,2022,20,201,200,Active,,,http://www.redfin.com/NC/Raleigh/3249-Lynn-Rd-27613/unit-18/home/176521735,TMLS,2409854,N,Y,35.8719367,-78.7021973
MLS Listing,,Single Family Residential,412 Bolin Ct,Raleigh,NC,27603,459000,3,2,Wake,1140,6969,1987,20,403,,Active,,,http://www.redfin.com/NC/Raleigh/412-Bolin-Ct-27603/home/41169254,TMLS,2409830,N,Y,35.7643123,-78.6512875
MLS Listing,,Single Family Residential,4601 Kresson Pl,Raleigh,NC,27616-5221,283000,3,2,North Farms,1092,10018,1989,20,259,,Active,,,http://www.redfin.com/NC/Raleigh/4601-Kresson-Pl-27616/home/41169876,TMLS,2409813,N,Y,35.8501033,-78.5683253
MLS Listing,,Single Family Residential,108 Georgetown Rd,Raleigh,NC,27608,525000,3,2,Georgetown,1370,5227,1918,20,383,,Active,,,http://www.redfin.com/NC/Raleigh/108-Georgetown-Rd-27608/home/41109223,TMLS,2409779,N,Y,35.8061559,-78.6364383
MLS Listing,,Townhouse,6131 Loch Laural Ln,Raleigh,NC,27613,190000,2,1.5,Londonderry Townhomes,986,10890,1985,20,193,126,Active,,,http://www.redfin.com/NC/Raleigh/6131-Loch-Laural-Ln-27613/home/41153728,TMLS,2409775,N,Y,35.8639613,-78.6980503
MLS Listing,,Single Family Residential,1105 Swallow Falls Ln,Raleigh,NC,27614-7378,2400000,5,5,Swallow Cove,6734,80150,2013,20,356,42,Active,,,http://www.redfin.com/NC/Raleigh/1105-Swallow-Falls-Ln-27614/home/49784035,TMLS,2409773,N,Y,35.9586872,-78.6561407
MLS Listing,,Townhouse,3251 Lynn Rd #17,Raleigh,NC,27613,497989,4,3.5,Wake,2532,1742,2022,20,197,200,Active,,,http://www.redfin.com/NC/Raleigh/3251-Lynn-Rd-27613/unit-17/home/176517500,TMLS,2409708,N,Y,35.8719367,-78.7021973
MLS Listing,,Single Family Residential,1112 W Lenoir St,Raleigh,NC,27603,309800,3,1,Boylan Heights,986,2613,1953,20,314,,Active,,,http://www.redfin.com/NC/Raleigh/1112-W-Lenoir-St-27603/home/41072426,TMLS,2409700,N,Y,35.7754662,-78.6530604
MLS Listing,,Single Family Residential,2405 Derby Dr,Raleigh,NC,27610,509000,3,2,Longview Park,1449,10454,1952,20,351,,Active,,,http://www.redfin.com/NC/Raleigh/2405-Derby-Dr-27610/home/41102761,TMLS,2409679,N,Y,35.7874347,-78.6025206
MLS Listing,,Single Family Residential,7904 Brandyapple Dr,Raleigh,NC,27615,399800,3,1.5,Six Forks North,1521,14810,1979,21,263,,Active,,,http://www.redfin.com/NC/Raleigh/7904-Brandyapple-Dr-27615/home/41133539,TMLS,2409667,N,Y,35.8846378,-78.6516421
MLS Listing,,Single Family Residential,2108 Laurel Valley Way,Raleigh,NC,27604,370000,3,2.5,Hedingham,1988,6969,1995,21,186,52,Active,,,http://www.redfin.com/NC/Raleigh/2108-Laurel-Valley-Way-27604/home/41207388,TMLS,2409661,N,Y,35.8116747,-78.5508462
MLS Listing,,Single Family Residential,2714 Rosedale Ave,Raleigh,NC,27607,1330000,6,5.5,University Park,4431,17424,2008,21,300,,Active,,,http://www.redfin.com/NC/Raleigh/2714-Rosedale-Ave-27607/home/41107967,TMLS,2409633,N,Y,35.7965855,-78.6702558
MLS Listing,,Single Family Residential,5312 Cypress Ln,Raleigh,NC,27609,415000,4,2.5,Millbrook Estates,2081,19602,1973,21,199,,Active,,,http://www.redfin.com/NC/Raleigh/5312-Cypress-Ln-27609/home/41073605,TMLS,2409627,N,Y,35.8558383,-78.6101919
MLS Listing,,Single Family Residential,1017 Glascock St,Raleigh,NC,27610,765000,4,3,Wake,2408,11325,2021,21,318,,Active,,,http://www.redfin.com/NC/Raleigh/1017-Glascock-St-27610/home/41121720,TMLS,2409625,N,Y,35.792998,-78.6148899
MLS Listing,,Single Family Residential,2329 Glascock St,Raleigh,NC,27610,365000,3,1,Wake,1012,9147,1955,21,361,,Pre On-Market,October-16-2021 02:00 PM,October-16-2021 04:00 PM,http://www.redfin.com/NC/Raleigh/2329-Glascock-St-27610/home/41111040,TMLS,2409619,N,Y,35.7926325,-78.6049595
MLS Listing,,Single Family Residential,8908 Taymouth Ct,Raleigh,NC,27613-3621,374900,3,3,Village Grove,2232,8712,1984,21,168,,Active,,,http://www.redfin.com/NC/Raleigh/8908-Taymouth-Ct-27613/home/41146753,TMLS,2409567,N,Y,35.8819075,-78.6812452
MLS Listing,,Single Family Residential,1308 Manovill Pl,Raleigh,NC,27609-7412,650000,4,3,Greenwood Farms,2566,18295,1968,21,253,,Active,,,http://www.redfin.com/NC/Raleigh/1308-Manovill-Pl-27609/home/41081314,TMLS,2409564,N,Y,35.8287808,-78.6152466
MLS Listing,,Single Family Residential,10773 Trego Trl,Raleigh,NC,27614,1195000,4,5,Trego,4397,84942,1985,21,272,75,Active,,,http://www.redfin.com/NC/Raleigh/10773-Trego-Trl-27614/home/41154941,TMLS,2409535,N,Y,35.9326796,-78.6153353
MLS Listing,,Single Family Residential,3701 Willow Creek Dr,Raleigh,NC,27604,385000,4,2.5,Willow Creek,2100,31363,1974,21,183,,Active,,,http://www.redfin.com/NC/Raleigh/3701-Willow-Creek-Dr-27604/home/41125136,TMLS,2409505,N,Y,35.8333986,-78.5419281
MLS Listing,,Single Family Residential,7313 Rainwater Rd,Raleigh,NC,27615,925000,5,3.5,North Ridge Estates,4703,19602,1985,21,197,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/7313-Rainwater-Rd-27615/home/41156277,TMLS,2409494,N,Y,35.8826718,-78.605536
MLS Listing,,Single Family Residential,1419 Garner Rd,Raleigh,NC,27523,550000,3,2.5,Wake,1923,7187,2022,21,286,,Active,,,http://www.redfin.com/NC/Raleigh/1419-Garner-Rd-27610/home/41090505,TMLS,2409483,N,Y,35.7623151,-78.6312073
MLS Listing,,Single Family Residential,1421 Garner Rd,Raleigh,NC,27523,550000,3,2.5,Wake,1923,6969,2021,21,286,,Active,,,http://www.redfin.com/NC/Raleigh/1421-Garner-Rd-27610/home/174382388,TMLS,2409480,N,Y,35.762165,-78.631059
MLS Listing,,Condo/Co-op,2651 Mellowfield Dr #206,Raleigh,NC,27604,315000,3,2,Atlantic Place,1341,,1998,22,235,300,Active,,,http://www.redfin.com/NC/Raleigh/2651-Mellowfield-Dr-27604/unit-206/home/41232992,TMLS,2409440,N,Y,35.8174917,-78.6126193
MLS Listing,,Single Family Residential,2708 Goshawk Ln,Raleigh,NC,27603-5818,419990,3,2,Trailwood Glen,1922,16988,2014,22,219,,Active,,,http://www.redfin.com/NC/Raleigh/2708-Goshawk-Ln-27603/home/44554722,TMLS,2409436,N,Y,35.753828,-78.6800488
MLS Listing,,Single Family Residential,9005 Oneal Rd,Raleigh,NC,27613,619000,4,3,Springdale Estates,3707,57934,1970,22,167,10,Active,,,http://www.redfin.com/NC/Raleigh/9005-Oneal-Rd-27613/home/41092116,TMLS,2409433,N,Y,35.8978966,-78.7199641
MLS Listing,,Townhouse,3810 Carnegie Ln,Raleigh,NC,27612,330000,2,2.5,Carnegie Park,1628,2613,1988,22,203,210,Active,,,http://www.redfin.com/NC/Raleigh/3810-Carnegie-Ln-27612/home/41171764,TMLS,2409420,N,Y,35.833647,-78.6942824
MLS Listing,,Townhouse,5267 Windy Hill Dr,Raleigh,NC,27609,260000,3,2,Sweetbriar Forest,1434,1306,1974,22,181,,Active,,,http://www.redfin.com/NC/Raleigh/5267-Windy-Hill-Dr-27609/home/41120241,TMLS,2409314,N,Y,35.8557726,-78.6082963
MLS Listing,,Townhouse,7321 Water Willow Dr,Raleigh,NC,27617,377900,3,2.5,Mulberry Park,1976,2178,2010,22,191,140,Active,,,http://www.redfin.com/NC/Raleigh/7321-Water-Willow-Dr-27617/home/43609639,TMLS,2409304,N,Y,35.921061,-78.762931
